input_uni,institute_name,course_id,course_title,discipline,specialization,degree,study_level,course_title_short,language,duration,course_fee,currency,rating,course_slug,institute_slug
Edinburgh Napier University,Edinburgh Napier University,4596857,Bachelor of Electrical & Electronic Engineering (Hons),Engineering & Technology,Electrical & Electronic Engineering,Bachelors,Undergraduate,BEng (Hons),,4 year,20310.0,GBP,3,bachelor-of-electrical-electronic-engineering-hons-4596857,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596858,Bachelor of Electrical & Electronic Engineering (Hons),Engineering & Technology,Electrical & Electronic Engineering,Bachelors,Undergraduate,BEng (Hons),,4 year,20310.0,GBP,3,bachelor-of-electrical-electronic-engineering-hons-4596858,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596859,Bachelor of Civil Engineering (Hons),Engineering & Technology,Civil engineering,Bachelors,Undergraduate,BEng (Hons),,4 year,20310.0,GBP,3,bachelor-of-civil-engineering-hons-4596859,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596860,Bachelor of Civil Engineering with Placement Year (Hons),Engineering & Technology,Civil engineering,Bachelors,Undergraduate,BEng (Hons),,5 year,20310.0,GBP,3,bachelor-of-civil-engineering-with-placement-year-hons-4596860,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596861,Bachelor of Civil Engineering with Study Abroad (Hons),Engineering & Technology,Civil engineering,Bachelors,Undergraduate,BEng (Hons),,5 year,20310.0,GBP,3,bachelor-of-civil-engineering-with-study-abroad-hons-4596861,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596862,Bachelor of Civil Engineering,Engineering & Technology,Civil engineering,Bachelors,Undergraduate,BEng,,4 year,20310.0,GBP,3,bachelor-of-civil-engineering-4596862,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596863,Bachelor of Civil Engineering with Placement Year (Hons),Engineering & Technology,Civil engineering,Bachelors,Undergraduate,BEng,,5 year,20310.0,GBP,3,bachelor-of-civil-engineering-with-placement-year-hons-4596863,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596864,Bachelor of Civil Engineering with Study Abroad (Hons),Engineering & Technology,Civil engineering,Bachelors,Undergraduate,BEng,,5 year,20310.0,GBP,3,bachelor-of-civil-engineering-with-study-abroad-hons-4596864,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596865,Bachelor of Civil Engineering (Hons),Engineering & Technology,Civil engineering,Bachelors,Undergraduate,BEng (Hons),,4 year,20310.0,GBP,3,bachelor-of-civil-engineering-hons-4596865,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596866,Bachelor of Computing (Hons),Computer & IT,Computing,Bachelors,Undergraduate,BEng (Hons),,4 year,20310.0,GBP,3,bachelor-of-computing-hons-4596866,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596867,Bachelor of Computing with Study Abroad Year (Hons),Computer & IT,Computing,Bachelors,Undergraduate,BEng (Hons),,5 year,20310.0,GBP,3,bachelor-of-computing-with-study-abroad-year-hons-4596867,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596868,Bachelor of Computing with Placement Year (Hons),Computer & IT,Computing,Bachelors,Undergraduate,BEng (Hons),,5 year,20310.0,GBP,3,bachelor-of-computing-with-placement-year-hons-4596868,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596869,Bachelor of Computing,Computer & IT,Computing,Bachelors,Undergraduate,BEng,,4 year,20310.0,GBP,3,bachelor-of-computing-4596869,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596870,Bachelor of Computing with Study Abroad Year,Computer & IT,Computing,Bachelors,Undergraduate,BEng,,5 year,20310.0,GBP,3,bachelor-of-computing-with-study-abroad-year-4596870,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596871,Bachelor of Computing with Placement Year,Computer & IT,Computing,Bachelors,Undergraduate,BEng,,5 year,20310.0,GBP,3,bachelor-of-computing-with-placement-year-4596871,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596872,Bachelor of Computing (Hons),Computer & IT,Computing,Bachelors,Undergraduate,BEng (Hons),,4 year,20310.0,GBP,3,bachelor-of-computing-hons-4596872,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596873,Bachelor of Computing with Placement Year (Hons),Computer & IT,Computing,Bachelors,Undergraduate,BEng (Hons),,5 year,20310.0,GBP,3,bachelor-of-computing-with-placement-year-hons-4596873,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596874,Bachelor of Energy & Environmental Engineering (Hons),Engineering & Technology,Energy & Environmental Engineering,Bachelors,Undergraduate,BEng (Hons),,4 year,20310.0,GBP,3,bachelor-of-energy-environmental-engineering-hons-4596874,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596875,Bachelor of Energy & Environmental Engineering with Placement Year (Hons),Engineering & Technology,Energy & Environmental Engineering,Bachelors,Undergraduate,BEng (Hons),,5 year,20310.0,GBP,3,bachelor-of-energy-environmental-engineering-with-placement-year-hons-4596875,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596876,Bachelor of Energy & Environmental Engineering,Engineering & Technology,Energy & Environmental Engineering,Bachelors,Undergraduate,BEng,,4 year,20310.0,GBP,3,bachelor-of-energy-environmental-engineering-4596876,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596877,Bachelor of Energy & Environmental Engineering with Placement Year,Engineering & Technology,Energy & Environmental Engineering,Bachelors,Undergraduate,BEng,,5 year,20310.0,GBP,3,bachelor-of-energy-environmental-engineering-with-placement-year-4596877,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596878,Bachelor of Energy & Environmental Engineering (Hons),Engineering & Technology,Energy & Environmental Engineering,Bachelors,Undergraduate,BEng (Hons),,4 year,20310.0,GBP,3,bachelor-of-energy-environmental-engineering-hons-4596878,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596879,Bachelor of Mechanical Engineering (Hons),Engineering & Technology,Mechanical Engineering,Bachelors,Undergraduate,BEng (Hons),,4 year,20310.0,GBP,3,bachelor-of-mechanical-engineering-hons-4596879,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596880,Bachelor of Mechanical Engineering with Placement Year (Hons),Engineering & Technology,Mechanical Engineering,Bachelors,Undergraduate,BEng (Hons),,5 year,20310.0,GBP,3,bachelor-of-mechanical-engineering-with-placement-year-hons-4596880,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596881,Bachelor of Mechanical Engineering,Engineering & Technology,Mechanical Engineering,Bachelors,Undergraduate,BEng,,4 year,20310.0,GBP,3,bachelor-of-mechanical-engineering-4596881,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596882,Bachelor of Mechanical Engineering with Placement Year,Engineering & Technology,Mechanical Engineering,Bachelors,Undergraduate,BEng,,5 year,20310.0,GBP,3,bachelor-of-mechanical-engineering-with-placement-year-4596882,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596883,Bachelor of Software Engineering (Hons),Computer & IT,Software Engineering,Bachelors,Undergraduate,BEng (Hons),,4 year,20310.0,GBP,3,bachelor-of-software-engineering-hons-4596883,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596884,Bachelor of Software Engineering with Placement Year (Hons),Computer & IT,Software Engineering,Bachelors,Undergraduate,BEng (Hons),,5 year,20310.0,GBP,3,bachelor-of-software-engineering-with-placement-year-hons-4596884,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596885,Bachelor of Software Engineering with Study Abroad Year (Hons),Computer & IT,Software Engineering,Bachelors,Undergraduate,BEng (Hons),,5 year,20310.0,GBP,3,bachelor-of-software-engineering-with-study-abroad-year-hons-4596885,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596886,Bachelor of Software Engineering,Computer & IT,Software Engineering,Bachelors,Undergraduate,BEng,,4 year,20310.0,GBP,3,bachelor-of-software-engineering-4596886,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596887,Bachelor of Software Engineering with Placement Year,Computer & IT,Software Engineering,Bachelors,Undergraduate,BEng,,5 year,20310.0,GBP,3,bachelor-of-software-engineering-with-placement-year-4596887,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596888,Bachelor of Software Engineering with Study Abroad Year,Computer & IT,Software Engineering,Bachelors,Undergraduate,BEng,,5 year,20310.0,GBP,3,bachelor-of-software-engineering-with-study-abroad-year-4596888,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596889,Bachelor of Software Engineering (Hons),Computer & IT,Software Engineering,Bachelors,Undergraduate,BEng (Hons),,4 year,20310.0,GBP,3,bachelor-of-software-engineering-hons-4596889,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596890,Bachelor of Software Engineering with Placement Year (Hons),Computer & IT,Software Engineering,Bachelors,Undergraduate,BEng (Hons),,5 year,20310.0,GBP,3,bachelor-of-software-engineering-with-placement-year-hons-4596890,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596891,Bachelor of Software Engineering with Study Abroad (Hons),Computer & IT,Software Engineering,Bachelors,Undergraduate,BEng (Hons),,5 year,20310.0,GBP,3,bachelor-of-software-engineering-with-study-abroad-hons-4596891,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596892,Bachelor of Computer Systems & Networks (Hons),Computer & IT,Computer Systems & Networks,Bachelors,Undergraduate,BEng (Hons),,4 year,20310.0,GBP,3,bachelor-of-computer-systems-networks-hons-4596892,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596893,Bachelor of Computer Systems & Networks with Placement Year (Hons),Computer & IT,Computer Systems & Networks,Bachelors,Undergraduate,BEng (Hons),,5 year,20310.0,GBP,3,bachelor-of-computer-systems-networks-with-placement-year-hons-4596893,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596894,Bachelor of Computer Systems & Networks with Study Abroad Year (Hons),Computer & IT,Computer Systems & Networks,Bachelors,Undergraduate,BEng (Hons),,5 year,20310.0,GBP,3,bachelor-of-computer-systems-networks-with-study-abroad-year-hons-4596894,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596895,Bachelor of Computer Systems & Networks (Hons),Computer & IT,Computer Systems & Networks,Bachelors,Undergraduate,BEng (Hons),,4 year,20310.0,GBP,3,bachelor-of-computer-systems-networks-hons-4596895,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596896,Bachelor of Computer Systems & Networks with Placement Year (Hons),Computer & IT,Computer Systems & Networks,Bachelors,Undergraduate,BEng (Hons),,5 year,20310.0,GBP,3,bachelor-of-computer-systems-networks-with-placement-year-hons-4596896,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596897,Bachelor of Computer Systems & Networks with Study Abroad (Hons),Computer & IT,Computer Systems & Networks,Bachelors,Undergraduate,BEng (Hons),,5 year,20310.0,GBP,3,bachelor-of-computer-systems-networks-with-study-abroad-hons-4596897,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596898,Bachelor of Computing with Study Abroad (Hons),Computer & IT,Computing,Bachelors,Undergraduate,BEng (Hons),,5 year,20310.0,GBP,3,bachelor-of-computing-with-study-abroad-hons-4596898,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596899,Bachelor of Cybersecurity & Forensics (Hons),Computer & IT,Cybersecurity & Forensics,Bachelors,Undergraduate,BEng (Hons),,4 year,20310.0,GBP,3,bachelor-of-cybersecurity-forensics-hons-4596899,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596900,Bachelor of Cybersecurity & Forensics with Study Abroad Year (Hons),Computer & IT,Cybersecurity & Forensics,Bachelors,Undergraduate,BEng (Hons),,5 year,20310.0,GBP,3,bachelor-of-cybersecurity-forensics-with-study-abroad-year-hons-4596900,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596901,Bachelor of Cybersecurity & Forensics with Placement Year (Hons),Computer & IT,Cybersecurity & Forensics,Bachelors,Undergraduate,BEng (Hons),,5 year,20310.0,GBP,3,bachelor-of-cybersecurity-forensics-with-placement-year-hons-4596901,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596902,Bachelor of Cybersecurity & Forensics (Hons),Computer & IT,Cybersecurity & Forensics,Bachelors,Undergraduate,BEng (Hons),,4 year,20310.0,GBP,3,bachelor-of-cybersecurity-forensics-hons-4596902,edinburgh-napier-university
Edinburgh Napier University,Edinburgh Napier University,4596903,Bachelor of Cybersecurity & Forensics with Placement Year (Hons),Computer & IT,Cybersecurity & Forensics,Bachelors,Undergraduate,BEng (Hons),,5 year,20310.0,GBP,3,bachelor-of-cybersecurity-forensics-with-placement-year-hons-4596903,edinburgh-napier-university
